filename,collector_id,split,n_segments,positive_labels
000964.wav,3138bd694b995b26,test,49,33
000965.wav,3138bd694b995b26,test,33,32
000966.wav,3138bd694b995b26,test,62,63
000967.wav,3138bd694b995b26,test,49,76
000968.wav,3138bd694b995b26,test,33,71
000986.wav,6ac38984184522fa,train,65,58
000987.wav,6ac38984184522fa,train,72,64
000988.wav,6ac38984184522fa,train,46,75
000989.wav,6ac38984184522fa,train,65,75
000990.wav,6ac38984184522fa,train,32,51
000991.wav,6ac38984184522fa,train,56,67
000992.wav,6ac38984184522fa,train,42,75
000993.wav,6ac38984184522fa,train,37,45
001021.wav,7fbd9c7497d966de,train,68,76
001022.wav,7fbd9c7497d966de,train,34,38
001023.wav,7fbd9c7497d966de,train,38,50
001024.wav,7fbd9c7497d966de,train,40,36
001025.wav,7fbd9c7497d966de,train,39,40
001026.wav,7fbd9c7497d966de,train,53,130
001027.wav,7fbd9c7497d966de,train,47,60
001028.wav,7fbd9c7497d966de,train,66,60
001029.wav,7fbd9c7497d966de,train,54,67
001030.wav,18a3124589599925,train,35,41
001031.wav,18a3124589599925,train,65,100
001032.wav,18a3124589599925,train,58,50
001033.wav,18a3124589599925,train,31,9
001034.wav,18a3124589599925,train,55,95
001035.wav,18a3124589599925,train,36,94
001036.wav,18a3124589599925,train,36,37
001037.wav,18a3124589599925,train,44,48
001038.wav,18a3124589599925,train,63,56
001039.wav,18a3124589599925,train,47,66
001040.wav,f7ee1100408161a3,test,37,30
001041.wav,f7ee1100408161a3,test,67,36
001042.wav,f7ee1100408161a3,test,45,57
001043.wav,f7ee1100408161a3,test,37,25
001044.wav,f7ee1100408161a3,test,38,30
001045.wav,f7ee1100408161a3,test,43,60
001046.wav,f7ee1100408161a3,test,44,28
001047.wav,f7ee1100408161a3,test,41,26
001048.wav,f7ee1100408161a3,test,51,77
001049.wav,7850e29873521d4f,train,35,33
001050.wav,7850e29873521d4f,train,50,37
001051.wav,7850e29873521d4f,train,45,73
001052.wav,7850e29873521d4f,train,34,24
001053.wav,7850e29873521d4f,train,36,38
001054.wav,7850e29873521d4f,train,43,65
001055.wav,7850e29873521d4f,train,39,54
001056.wav,7850e29873521d4f,train,38,45
001057.wav,0f38b3343bdaf813,train,35,45
001058.wav,0f38b3343bdaf813,train,42,27
001059.wav,0f38b3343bdaf813,train,49,42
001060.wav,0f38b3343bdaf813,train,31,41
001061.wav,0f38b3343bdaf813,train,47,22
001062.wav,0f38b3343bdaf813,train,31,37
001063.wav,0f38b3343bdaf813,train,38,9
001064.wav,0f38b3343bdaf813,train,32,31
001065.wav,27d57efd722c5ca6,validation,57,60
001066.wav,27d57efd722c5ca6,validation,58,87
001067.wav,27d57efd722c5ca6,validation,39,32
001068.wav,27d57efd722c5ca6,validation,38,24
001069.wav,27d57efd722c5ca6,validation,47,10
001070.wav,27d57efd722c5ca6,validation,40,46
001071.wav,27d57efd722c5ca6,validation,59,75
001072.wav,27d57efd722c5ca6,validation,39,30
001073.wav,27d57efd722c5ca6,validation,47,92
001074.wav,27d57efd722c5ca6,validation,41,77
001075.wav,aa7ca5d30265d140,train,35,30
001076.wav,aa7ca5d30265d140,train,33,45
001077.wav,aa7ca5d30265d140,train,45,43
001078.wav,aa7ca5d30265d140,train,58,57
001079.wav,aa7ca5d30265d140,train,36,39
001080.wav,aa7ca5d30265d140,train,34,23
001081.wav,aa7ca5d30265d140,train,34,44
001082.wav,aa7ca5d30265d140,train,42,42
001100.wav,513a0e20ffa21671,train,67,52
001101.wav,513a0e20ffa21671,train,37,33
001102.wav,513a0e20ffa21671,train,48,35
001103.wav,513a0e20ffa21671,train,39,37
001104.wav,513a0e20ffa21671,train,39,76
001105.wav,513a0e20ffa21671,train,35,37
001106.wav,513a0e20ffa21671,train,40,62
001107.wav,513a0e20ffa21671,train,43,36
001108.wav,513a0e20ffa21671,train,43,80
001109.wav,513a0e20ffa21671,train,50,115
001110.wav,f125c6e647565367,validation,53,62
001111.wav,f125c6e647565367,validation,54,55
001112.wav,f125c6e647565367,validation,36,40
001113.wav,f125c6e647565367,validation,47,11
001114.wav,f125c6e647565367,validation,31,44
001115.wav,f125c6e647565367,validation,46,60
001116.wav,f125c6e647565367,validation,51,41
001117.wav,f125c6e647565367,validation,44,44
001118.wav,2c5efe2365fcc822,train,41,46
001119.wav,2c5efe2365fcc822,train,55,54
001120.wav,2c5efe2365fcc822,train,52,57
001121.wav,2c5efe2365fcc822,train,47,39
001122.wav,2c5efe2365fcc822,train,56,85
001123.wav,2c5efe2365fcc822,train,37,45
001124.wav,2c5efe2365fcc822,train,34,12
001125.wav,2c5efe2365fcc822,train,31,19
001152.wav,f087ff9a77c6216d,train,34,40
001153.wav,f087ff9a77c6216d,train,34,46
001154.wav,f087ff9a77c6216d,train,42,76
001155.wav,f087ff9a77c6216d,train,41,64
001156.wav,f087ff9a77c6216d,train,53,64
001157.wav,f087ff9a77c6216d,train,43,54
001158.wav,f087ff9a77c6216d,train,42,40
001159.wav,f087ff9a77c6216d,train,38,23
001160.wav,f087ff9a77c6216d,train,35,70
001161.wav,f087ff9a77c6216d,train,41,92
001162.wav,23f71b201176dc2e,train,65,29
001163.wav,23f71b201176dc2e,train,50,51
001164.wav,23f71b201176dc2e,train,63,84
001165.wav,23f71b201176dc2e,train,60,80
001166.wav,23f71b201176dc2e,train,50,24
001167.wav,23f71b201176dc2e,train,52,89
001168.wav,23f71b201176dc2e,train,48,50
001169.wav,23f71b201176dc2e,train,39,47
001170.wav,23f71b201176dc2e,train,47,89
001171.wav,23f71b201176dc2e,train,42,70
001182.wav,093d967d68ceafb7,train,55,51
001183.wav,093d967d68ceafb7,train,50,39
001184.wav,093d967d68ceafb7,train,46,33
001185.wav,093d967d68ceafb7,train,43,11
001186.wav,093d967d68ceafb7,train,68,55
001187.wav,093d967d68ceafb7,train,55,85
001188.wav,093d967d68ceafb7,train,65,60
001189.wav,093d967d68ceafb7,train,65,74
001190.wav,093d967d68ceafb7,train,48,104
001191.wav,093d967d68ceafb7,train,53,80
001200.wav,a828df6520423c33,train,35,26
001201.wav,a828df6520423c33,train,49,59
001202.wav,a828df6520423c33,train,36,33
001203.wav,a828df6520423c33,train,32,32
001204.wav,a828df6520423c33,train,38,40
001205.wav,a828df6520423c33,train,40,50
001206.wav,a828df6520423c33,train,31,34
001207.wav,a828df6520423c33,train,35,30
001208.wav,92cd3ef4cf09c0fd,train,65,90
001209.wav,92cd3ef4cf09c0fd,train,42,57
001210.wav,92cd3ef4cf09c0fd,train,55,71
001211.wav,92cd3ef4cf09c0fd,train,43,47
001212.wav,92cd3ef4cf09c0fd,train,39,44
001213.wav,92cd3ef4cf09c0fd,train,59,37
001214.wav,92cd3ef4cf09c0fd,train,39,15
001215.wav,92cd3ef4cf09c0fd,train,41,34
001226.wav,09dd6f21af0e9d75,train,38,34
001227.wav,09dd6f21af0e9d75,train,57,61
001228.wav,09dd6f21af0e9d75,train,35,44
001229.wav,09dd6f21af0e9d75,train,47,87
001230.wav,09dd6f21af0e9d75,train,34,18
001231.wav,09dd6f21af0e9d75,train,30,19
001232.wav,09dd6f21af0e9d75,train,29,20
001233.wav,09dd6f21af0e9d75,train,33,49
001234.wav,09dd6f21af0e9d75,train,70,104
001235.wav,09dd6f21af0e9d75,train,33,47
001266.wav,2da6d5bb645bf00f,train,57,71
001267.wav,2da6d5bb645bf00f,train,55,36
001268.wav,2da6d5bb645bf00f,train,40,35
001269.wav,2da6d5bb645bf00f,train,58,33
001270.wav,2da6d5bb645bf00f,train,51,25
001271.wav,2da6d5bb645bf00f,train,59,59
001272.wav,2da6d5bb645bf00f,train,64,27
001273.wav,2da6d5bb645bf00f,train,43,45
001294.wav,a895014733a50b2f,train,34,35
001295.wav,a895014733a50b2f,train,30,32
001296.wav,a895014733a50b2f,train,38,59
001297.wav,a895014733a50b2f,train,49,44
001298.wav,a895014733a50b2f,train,31,34
001299.wav,a895014733a50b2f,train,44,59
001300.wav,a895014733a50b2f,train,52,53
001301.wav,a895014733a50b2f,train,46,45
001302.wav,6281505830f11d19,train,55,40
001303.wav,6281505830f11d19,train,32,28
001304.wav,6281505830f11d19,train,42,39
001305.wav,6281505830f11d19,train,44,28
001306.wav,6281505830f11d19,train,66,55
001307.wav,6281505830f11d19,train,34,37
001308.wav,6281505830f11d19,train,53,51
001309.wav,6281505830f11d19,train,32,30
001310.wav,6281505830f11d19,train,34,51
001311.wav,6281505830f11d19,train,57,45
001312.wav,0299aa2b68300843,train,53,35
001313.wav,0299aa2b68300843,train,71,121
001314.wav,0299aa2b68300843,train,59,44
001315.wav,0299aa2b68300843,train,53,45
001316.wav,0299aa2b68300843,train,63,65
001317.wav,0299aa2b68300843,train,48,39
001318.wav,0299aa2b68300843,train,45,48
001319.wav,0299aa2b68300843,train,40,38
001329.wav,83afe40fafa85a53,test,59,59
001330.wav,83afe40fafa85a53,test,69,82
001331.wav,83afe40fafa85a53,test,33,39
001332.wav,83afe40fafa85a53,test,34,32
001333.wav,83afe40fafa85a53,test,32,27
001334.wav,83afe40fafa85a53,test,50,33
001335.wav,83afe40fafa85a53,test,38,54
001336.wav,83afe40fafa85a53,test,41,54
001337.wav,eec24afaf12a8cdd,train,56,64
001338.wav,eec24afaf12a8cdd,train,47,46
001339.wav,eec24afaf12a8cdd,train,35,31
001340.wav,eec24afaf12a8cdd,train,44,52
001341.wav,eec24afaf12a8cdd,train,44,40
001342.wav,eec24afaf12a8cdd,train,53,29
001343.wav,eec24afaf12a8cdd,train,47,54
001344.wav,eec24afaf12a8cdd,train,63,58
001345.wav,eec24afaf12a8cdd,train,66,92
001346.wav,eec24afaf12a8cdd,train,51,72
001371.wav,5d63f71c3a14bcc8,train,40,29
001372.wav,5d63f71c3a14bcc8,train,39,20
001373.wav,5d63f71c3a14bcc8,train,48,44
001374.wav,5d63f71c3a14bcc8,train,43,35
001375.wav,5d63f71c3a14bcc8,train,43,24
001376.wav,5d63f71c3a14bcc8,train,45,52
001377.wav,5d63f71c3a14bcc8,train,40,36
001378.wav,5d63f71c3a14bcc8,train,36,39
001379.wav,5d63f71c3a14bcc8,train,44,52
001380.wav,5d63f71c3a14bcc8,train,41,45
001381.wav,4001ffe56d99b626,test,49,43
001382.wav,4001ffe56d99b626,test,27,36
001383.wav,4001ffe56d99b626,test,33,47
001384.wav,4001ffe56d99b626,test,34,33
001385.wav,4001ffe56d99b626,test,39,54
001386.wav,4001ffe56d99b626,test,44,53
001387.wav,4001ffe56d99b626,test,40,81
001388.wav,4001ffe56d99b626,test,48,84
001389.wav,4001ffe56d99b626,test,54,106
001390.wav,4001ffe56d99b626,test,55,143
001391.wav,e80a18d1cfb9d0ad,train,35,34
001392.wav,e80a18d1cfb9d0ad,train,41,42
001393.wav,e80a18d1cfb9d0ad,train,39,34
001394.wav,e80a18d1cfb9d0ad,train,29,33
001395.wav,e80a18d1cfb9d0ad,train,38,46
001396.wav,e80a18d1cfb9d0ad,train,30,36
001397.wav,e80a18d1cfb9d0ad,train,37,68
001398.wav,e80a18d1cfb9d0ad,train,32,46
001399.wav,0a1774b074c47530,train,60,53
001400.wav,0a1774b074c47530,train,54,62
001401.wav,0a1774b074c47530,train,63,61
001402.wav,0a1774b074c47530,train,54,24
001403.wav,0a1774b074c47530,train,53,32
001404.wav,0a1774b074c47530,train,48,78
001405.wav,0a1774b074c47530,train,41,97
001406.wav,0a1774b074c47530,train,36,32
001427.wav,05258090d55d16c5,test,65,38
001428.wav,05258090d55d16c5,test,46,56
001429.wav,05258090d55d16c5,test,50,49
001430.wav,05258090d55d16c5,test,67,19
001431.wav,05258090d55d16c5,test,38,28
001432.wav,05258090d55d16c5,test,58,44
001433.wav,05258090d55d16c5,test,67,99
001434.wav,05258090d55d16c5,test,51,31
001435.wav,05258090d55d16c5,test,65,133
001436.wav,05258090d55d16c5,test,30,51
001447.wav,1edb18798dd074eb,train,55,76
001448.wav,1edb18798dd074eb,train,29,35
001449.wav,1edb18798dd074eb,train,30,12
001450.wav,1edb18798dd074eb,train,40,31
001451.wav,1edb18798dd074eb,train,51,57
001452.wav,1edb18798dd074eb,train,33,21
001453.wav,1edb18798dd074eb,train,32,29
001454.wav,1edb18798dd074eb,train,54,90
001455.wav,1edb18798dd074eb,train,69,130
001456.wav,1edb18798dd074eb,train,63,112
001457.wav,ab56e7b09d091eae,train,51,42
001458.wav,ab56e7b09d091eae,train,31,12
001459.wav,ab56e7b09d091eae,train,38,19
001460.wav,ab56e7b09d091eae,train,62,40
001461.wav,ab56e7b09d091eae,train,33,18
001462.wav,ab56e7b09d091eae,train,46,41
001463.wav,ab56e7b09d091eae,train,30,14
001464.wav,ab56e7b09d091eae,train,40,31
001465.wav,6243b4e793a8b76c,train,36,22
001466.wav,6243b4e793a8b76c,train,40,53
001467.wav,6243b4e793a8b76c,train,50,34
001468.wav,6243b4e793a8b76c,train,61,96
001469.wav,6243b4e793a8b76c,train,38,24
001470.wav,6243b4e793a8b76c,train,71,57
001471.wav,6243b4e793a8b76c,train,23,23
001472.wav,6243b4e793a8b76c,train,53,42
001473.wav,6243b4e793a8b76c,train,53,84
001474.wav,6243b4e793a8b76c,train,52,108
001475.wav,e399d2af2ac34c31,train,44,44
001476.wav,e399d2af2ac34c31,train,43,54
001477.wav,e399d2af2ac34c31,train,31,9
001478.wav,e399d2af2ac34c31,train,44,39
001479.wav,e399d2af2ac34c31,train,30,53
001480.wav,e399d2af2ac34c31,train,43,34
001481.wav,e399d2af2ac34c31,train,34,20
001482.wav,e399d2af2ac34c31,train,32,40
001483.wav,e399d2af2ac34c31,train,46,66
001484.wav,bd0c280c11918d7d,validation,35,37
001485.wav,bd0c280c11918d7d,validation,39,39
001486.wav,bd0c280c11918d7d,validation,44,45
001487.wav,bd0c280c11918d7d,validation,52,32
001488.wav,bd0c280c11918d7d,validation,34,32
001489.wav,bd0c280c11918d7d,validation,31,46
001490.wav,bd0c280c11918d7d,validation,37,23
001491.wav,bd0c280c11918d7d,validation,31,38
001492.wav,bd0c280c11918d7d,validation,32,81
001493.wav,bd0c280c11918d7d,validation,45,102
001504.wav,7098caa5b9a6f4ca,test,33,42
001505.wav,7098caa5b9a6f4ca,test,33,45
001506.wav,7098caa5b9a6f4ca,test,30,37
001507.wav,7098caa5b9a6f4ca,test,30,33
001508.wav,7098caa5b9a6f4ca,test,38,69
001509.wav,7098caa5b9a6f4ca,test,30,23
001510.wav,7098caa5b9a6f4ca,test,30,36
001511.wav,7098caa5b9a6f4ca,test,42,28
001537.wav,7a48e5fe071e4b5b,train,38,39
001538.wav,7a48e5fe071e4b5b,train,36,37
001539.wav,7a48e5fe071e4b5b,train,31,77
001540.wav,7a48e5fe071e4b5b,train,32,44
001541.wav,7a48e5fe071e4b5b,train,36,44
001542.wav,7a48e5fe071e4b5b,train,39,40
001543.wav,7a48e5fe071e4b5b,train,39,34
001544.wav,7a48e5fe071e4b5b,train,34,71
001545.wav,7a48e5fe071e4b5b,train,51,69
001546.wav,7a48e5fe071e4b5b,train,57,117
001567.wav,cfa64c91e883ce24,train,53,54
001568.wav,cfa64c91e883ce24,train,46,64
001569.wav,cfa64c91e883ce24,train,41,41
001570.wav,cfa64c91e883ce24,train,36,32
001571.wav,cfa64c91e883ce24,train,50,86
001572.wav,cfa64c91e883ce24,train,43,62
001573.wav,cfa64c91e883ce24,train,44,51
001574.wav,cfa64c91e883ce24,train,38,46
001575.wav,cfa64c91e883ce24,train,49,66
001576.wav,cfa64c91e883ce24,train,36,42
001577.wav,cac0dca1d5850732,train,33,35
001578.wav,cac0dca1d5850732,train,31,16
001579.wav,cac0dca1d5850732,train,25,24
001580.wav,cac0dca1d5850732,train,32,31
001581.wav,84173c75aeff1ac5,test,40,38
001582.wav,84173c75aeff1ac5,test,36,32
001583.wav,84173c75aeff1ac5,test,39,36
001584.wav,84173c75aeff1ac5,test,37,45
001585.wav,84173c75aeff1ac5,test,40,39
001586.wav,84173c75aeff1ac5,test,35,32
001587.wav,84173c75aeff1ac5,test,41,44
001588.wav,84173c75aeff1ac5,test,34,17
001589.wav,c87deaf884f10879,train,35,33
001590.wav,c87deaf884f10879,train,50,49
001591.wav,c87deaf884f10879,train,32,26
001592.wav,c87deaf884f10879,train,44,40
001593.wav,c87deaf884f10879,train,29,30
001594.wav,c87deaf884f10879,train,51,46
001595.wav,c87deaf884f10879,train,32,40
001596.wav,c87deaf884f10879,train,48,30
001597.wav,c87deaf884f10879,train,46,73
001598.wav,c87deaf884f10879,train,39,59
001599.wav,95fb563e296af190,train,34,53
001600.wav,95fb563e296af190,train,31,37
001601.wav,95fb563e296af190,train,30,54
001602.wav,95fb563e296af190,train,29,31
001603.wav,95fb563e296af190,train,33,34
001604.wav,95fb563e296af190,train,30,33
001605.wav,95fb563e296af190,train,33,35
001606.wav,95fb563e296af190,train,32,33
001627.wav,b4929ef29a367487,train,66,65
001628.wav,b4929ef29a367487,train,69,60
001629.wav,b4929ef29a367487,train,45,64
001630.wav,b4929ef29a367487,train,43,47
001631.wav,b4929ef29a367487,train,67,93
001632.wav,b4929ef29a367487,train,45,25
001633.wav,b4929ef29a367487,train,67,67
001634.wav,b4929ef29a367487,train,61,33
001635.wav,b4929ef29a367487,train,45,88
001636.wav,b4929ef29a367487,train,35,60
001637.wav,dfea5447639cb680,test,46,66
001638.wav,dfea5447639cb680,test,45,57
001639.wav,dfea5447639cb680,test,43,46
001640.wav,dfea5447639cb680,test,44,33
001641.wav,dfea5447639cb680,test,56,37
001642.wav,dfea5447639cb680,test,48,40
001643.wav,dfea5447639cb680,test,37,28
001644.wav,dfea5447639cb680,test,23,28
001645.wav,9e7e75d3412e61b7,validation,66,60
001646.wav,9e7e75d3412e61b7,validation,71,14
001647.wav,9e7e75d3412e61b7,validation,46,44
001648.wav,9e7e75d3412e61b7,validation,43,39
001649.wav,9e7e75d3412e61b7,validation,58,70
001650.wav,9e7e75d3412e61b7,validation,40,60
001651.wav,9e7e75d3412e61b7,validation,74,30
001652.wav,9e7e75d3412e61b7,validation,46,25
001653.wav,9e7e75d3412e61b7,validation,36,28
001654.wav,9e7e75d3412e61b7,validation,75,46
001655.wav,900243cdac354414,validation,41,34
001656.wav,900243cdac354414,validation,55,51
001657.wav,900243cdac354414,validation,49,41
001658.wav,900243cdac354414,validation,67,91
001659.wav,900243cdac354414,validation,60,91
001660.wav,900243cdac354414,validation,40,37
001661.wav,900243cdac354414,validation,68,92
001662.wav,900243cdac354414,validation,46,43
001663.wav,e46fd7385e39034f,train,57,58
001664.wav,e46fd7385e39034f,train,56,57
001665.wav,e46fd7385e39034f,train,36,43
001666.wav,e46fd7385e39034f,train,36,50
001667.wav,e46fd7385e39034f,train,49,89
001668.wav,e46fd7385e39034f,train,37,22
001669.wav,e46fd7385e39034f,train,37,57
001670.wav,e46fd7385e39034f,train,32,48
001671.wav,ec8d1a79fcbd58a2,validation,74,84
001672.wav,ec8d1a79fcbd58a2,validation,47,32
001673.wav,ec8d1a79fcbd58a2,validation,45,40
001674.wav,ec8d1a79fcbd58a2,validation,51,56
001675.wav,ec8d1a79fcbd58a2,validation,51,44
001676.wav,ec8d1a79fcbd58a2,validation,47,36
001677.wav,ec8d1a79fcbd58a2,validation,41,58
001678.wav,ec8d1a79fcbd58a2,validation,42,67
001679.wav,ec8d1a79fcbd58a2,validation,43,65
001680.wav,ec8d1a79fcbd58a2,validation,45,81
001681.wav,b2b28a96c509f8ae,train,56,23
001682.wav,b2b28a96c509f8ae,train,58,63
001683.wav,b2b28a96c509f8ae,train,49,44
001684.wav,b2b28a96c509f8ae,train,50,58
001685.wav,b2b28a96c509f8ae,train,34,57
001686.wav,b2b28a96c509f8ae,train,58,45
001687.wav,b2b28a96c509f8ae,train,45,58
001688.wav,b2b28a96c509f8ae,train,65,50
001689.wav,b2b28a96c509f8ae,train,43,80
001690.wav,b2b28a96c509f8ae,train,44,79
001691.wav,4a578e00bd52d6cb,train,29,17
001692.wav,4a578e00bd52d6cb,train,38,33
001693.wav,4a578e00bd52d6cb,train,36,22
001694.wav,4a578e00bd52d6cb,train,35,33
001695.wav,4a578e00bd52d6cb,train,36,35
001696.wav,4a578e00bd52d6cb,train,45,45
001697.wav,4a578e00bd52d6cb,train,53,73
001698.wav,4a578e00bd52d6cb,train,57,58
001699.wav,4c771dca2f60f51d,train,58,47
001700.wav,4c771dca2f60f51d,train,49,97
001701.wav,4c771dca2f60f51d,train,40,50
001702.wav,4c771dca2f60f51d,train,50,45
001703.wav,4c771dca2f60f51d,train,40,51
001704.wav,4c771dca2f60f51d,train,54,44
001705.wav,4c771dca2f60f51d,train,47,72
001706.wav,4c771dca2f60f51d,train,50,40
001707.wav,4c771dca2f60f51d,train,35,46
001708.wav,4c771dca2f60f51d,train,63,106
001719.wav,8e5d5c31fe4587ff,train,64,67
001720.wav,8e5d5c31fe4587ff,train,63,29
001721.wav,8e5d5c31fe4587ff,train,46,55
001722.wav,8e5d5c31fe4587ff,train,37,48
001723.wav,8e5d5c31fe4587ff,train,45,54
001724.wav,8e5d5c31fe4587ff,train,48,74
001725.wav,8e5d5c31fe4587ff,train,37,41
001726.wav,8e5d5c31fe4587ff,train,54,31
001727.wav,8e5d5c31fe4587ff,train,32,86
001728.wav,622c17fe656c7a1e,test,43,46
001729.wav,622c17fe656c7a1e,test,54,51
001730.wav,622c17fe656c7a1e,test,38,37
001731.wav,622c17fe656c7a1e,test,41,63
001732.wav,622c17fe656c7a1e,test,41,40
001733.wav,622c17fe656c7a1e,test,50,38
001734.wav,622c17fe656c7a1e,test,38,31
001735.wav,622c17fe656c7a1e,test,38,36
001736.wav,622c17fe656c7a1e,test,54,73
001737.wav,622c17fe656c7a1e,test,38,72
001754.wav,b41f7c2c792c273c,train,36,33
001755.wav,b41f7c2c792c273c,train,44,57
001756.wav,b41f7c2c792c273c,train,45,85
001757.wav,b41f7c2c792c273c,train,39,38
001758.wav,b41f7c2c792c273c,train,39,61
001759.wav,b41f7c2c792c273c,train,30,49
001760.wav,b41f7c2c792c273c,train,30,26
001761.wav,b41f7c2c792c273c,train,36,28
001762.wav,200849019bb311ad,train,56,45
001763.wav,200849019bb311ad,train,57,73
001764.wav,200849019bb311ad,train,60,131
001765.wav,200849019bb311ad,train,44,47
001766.wav,200849019bb311ad,train,63,90
001767.wav,200849019bb311ad,train,67,83
001768.wav,200849019bb311ad,train,40,29
001769.wav,200849019bb311ad,train,51,48
001770.wav,750c9830317c825c,train,33,31
001771.wav,750c9830317c825c,train,49,44
001772.wav,750c9830317c825c,train,49,80
001773.wav,750c9830317c825c,train,53,45
001774.wav,750c9830317c825c,train,39,31
001775.wav,750c9830317c825c,train,33,25
001776.wav,750c9830317c825c,train,39,66
001777.wav,750c9830317c825c,train,54,81
001778.wav,750c9830317c825c,train,53,99
001779.wav,750c9830317c825c,train,53,49
001780.wav,9c46f5304e37742c,train,36,29
001781.wav,9c46f5304e37742c,train,50,60
001782.wav,9c46f5304e37742c,train,35,36
001783.wav,9c46f5304e37742c,train,30,48
001784.wav,9c46f5304e37742c,train,39,36
001785.wav,9c46f5304e37742c,train,58,45
001786.wav,9c46f5304e37742c,train,62,102
001787.wav,9c46f5304e37742c,train,48,84
001788.wav,dbd82fe5d6cae939,validation,58,68
001789.wav,dbd82fe5d6cae939,validation,55,38
001790.wav,dbd82fe5d6cae939,validation,33,49
001791.wav,dbd82fe5d6cae939,validation,33,30
001792.wav,dbd82fe5d6cae939,validation,49,60
001793.wav,dbd82fe5d6cae939,validation,31,61
001794.wav,dbd82fe5d6cae939,validation,52,54
001795.wav,dbd82fe5d6cae939,validation,47,67
001796.wav,dbd82fe5d6cae939,validation,47,85
001797.wav,dbd82fe5d6cae939,validation,40,45
001798.wav,6c97dd4a3a34b55e,train,35,34
001799.wav,6c97dd4a3a34b55e,train,35,52
001800.wav,6c97dd4a3a34b55e,train,47,43
001801.wav,6c97dd4a3a34b55e,train,53,48
001802.wav,6c97dd4a3a34b55e,train,42,33
001803.wav,6c97dd4a3a34b55e,train,32,34
001804.wav,6c97dd4a3a34b55e,train,51,63
001805.wav,6c97dd4a3a34b55e,train,40,49
001806.wav,6c97dd4a3a34b55e,train,38,66
001807.wav,6c97dd4a3a34b55e,train,49,86
001808.wav,e3ae3ad11975b0ee,train,33,48
001809.wav,e3ae3ad11975b0ee,train,50,83
001810.wav,e3ae3ad11975b0ee,train,40,55
001811.wav,e3ae3ad11975b0ee,train,57,106
001812.wav,e3ae3ad11975b0ee,train,65,87
001813.wav,e3ae3ad11975b0ee,train,26,31
001814.wav,e3ae3ad11975b0ee,train,61,77
001815.wav,e3ae3ad11975b0ee,train,32,61
001816.wav,f817bf57845c3d7c,train,53,35
001817.wav,f817bf57845c3d7c,train,41,31
001818.wav,f817bf57845c3d7c,train,47,58
001819.wav,f817bf57845c3d7c,train,33,42
001820.wav,f817bf57845c3d7c,train,36,30
001821.wav,f817bf57845c3d7c,train,52,56
001822.wav,f817bf57845c3d7c,train,53,31
001823.wav,f817bf57845c3d7c,train,47,75
001824.wav,f817bf57845c3d7c,train,36,57
001825.wav,f817bf57845c3d7c,train,30,48
001844.wav,183a3cb2f07b2b9d,train,33,59
001845.wav,183a3cb2f07b2b9d,train,45,58
001846.wav,183a3cb2f07b2b9d,train,29,47
001847.wav,183a3cb2f07b2b9d,train,60,77
001848.wav,183a3cb2f07b2b9d,train,44,53
001849.wav,183a3cb2f07b2b9d,train,54,38
001850.wav,183a3cb2f07b2b9d,train,52,40
001851.wav,183a3cb2f07b2b9d,train,51,36
001852.wav,183a3cb2f07b2b9d,train,57,113
001853.wav,183a3cb2f07b2b9d,train,56,125
001854.wav,1d013e08d125038a,train,57,16
001855.wav,1d013e08d125038a,train,36,4
001856.wav,1d013e08d125038a,train,35,61
001857.wav,1d013e08d125038a,train,62,71
001858.wav,1d013e08d125038a,train,46,56
001859.wav,1d013e08d125038a,train,33,11
001860.wav,1d013e08d125038a,train,48,48
001861.wav,1d013e08d125038a,train,32,25
001862.wav,1d013e08d125038a,train,57,53
001863.wav,1d013e08d125038a,train,64,90
001864.wav,a635f668fe0baef1,train,34,30
001865.wav,a635f668fe0baef1,train,57,79
001866.wav,a635f668fe0baef1,train,40,42
001867.wav,a635f668fe0baef1,train,44,58
001868.wav,a635f668fe0baef1,train,46,51
001869.wav,a635f668fe0baef1,train,38,65
001870.wav,a635f668fe0baef1,train,32,31
001871.wav,a635f668fe0baef1,train,34,29
001872.wav,ccf7544cedd5b0df,validation,52,66
001873.wav,ccf7544cedd5b0df,validation,55,66
001874.wav,ccf7544cedd5b0df,validation,33,35
001875.wav,ccf7544cedd5b0df,validation,44,29
001876.wav,ccf7544cedd5b0df,validation,34,39
001877.wav,ccf7544cedd5b0df,validation,37,33
001878.wav,ccf7544cedd5b0df,validation,37,29
001879.wav,ccf7544cedd5b0df,validation,44,51
001888.wav,524bb56d9e31fb51,train,34,32
001889.wav,524bb56d9e31fb51,train,58,85
001890.wav,524bb56d9e31fb51,train,51,45
001891.wav,524bb56d9e31fb51,train,29,26
001892.wav,524bb56d9e31fb51,train,51,59
001893.wav,524bb56d9e31fb51,train,59,59
001894.wav,524bb56d9e31fb51,train,56,84
001895.wav,524bb56d9e31fb51,train,60,58
001896.wav,524bb56d9e31fb51,train,41,84
001897.wav,524bb56d9e31fb51,train,34,54
001898.wav,529c5d9e3b4c5eba,test,46,44
001899.wav,529c5d9e3b4c5eba,test,36,36
001900.wav,529c5d9e3b4c5eba,test,56,56
001901.wav,529c5d9e3b4c5eba,test,48,43
001902.wav,529c5d9e3b4c5eba,test,52,70
001903.wav,529c5d9e3b4c5eba,test,62,88
001904.wav,529c5d9e3b4c5eba,test,59,46
001905.wav,529c5d9e3b4c5eba,test,63,40
001906.wav,9e0013646d606c4e,train,59,102
